Recipe_ID,Recipe_Name,Cuisine_Type,Ingredients_List,Preparation_Steps,Cooking_Time_Minutes,Difficulty_Level,User_ID,User_Preferences,User_Rating,User_Feedback,Date_Prepared,Season,Occasion,Serving_Size,Calories_Per_Serving,Allergen_Information,Cost_Per_Serving,Popularity_Score,Seasonal_Availability,Cluster,Silhouette
R3465,Vegetable Stir Fry,Chinese,"Broccoli, Carrot, Bell Pepper, Soy Sauce, Garlic",Chop veggies; Stir-fry; Add sauce; Serve.,16,Easy,U782,Vegan,5,Feedback 3465,2024-05-03,Fall,Dinner,1,370,Soy,18.76,180,Yes,2,0.2524065418927586
R3466,Beef Tacos,Mexican,"Beef, Taco Shells, Lettuce, Cheese, Tomato",Cook beef; Prepare toppings; Assemble tacos.,24,Medium,U571,None,5,Feedback 3466,2024-07-30,Fall,Dinner,2,787,,16.46,275,Yes,3,0.251150720554058
R3467,Beef Tacos,Mexican,"Beef, Taco Shells, Lettuce, Cheese, Tomato",Cook beef; Prepare toppings; Assemble tacos.,69,Medium,U196,None,1,Feedback 3467,2024-07-14,Summer,Casual,5,794,,19.29,68,Yes,3,0.19950391895700512
R3468,Chicken Curry,Indian,"Chicken, Curry Powder, Coconut Milk, Onion, Garlic",Cook chicken; Add spices; Pour coconut milk; Simmer.,53,Medium,U895,Gluten-Free,4,Feedback 3468,2024-03-29,Spring,Party,4,393,,10.87,183,Yes,0,0.36297581910459814
R3469,Beef Tacos,Mexican,"Beef, Taco Shells, Lettuce, Cheese, Tomato",Cook beef; Prepare toppings; Assemble tacos.,71,Medium,U771,None,3,Feedback 3469,2024-10-14,Winter,Casual,3,468,,10.88,330,No,3,0.34876734359047423
R3470,Spaghetti Bolognese,Italian,"Spaghetti, Ground Beef, Tomato Sauce, Onion, Garlic",Boil pasta; Cook beef; Add sauce; Combine.,90,Easy,U321,None,5,Feedback 3470,2024-03-27,Summer,Dinner,1,550,Gluten,19.04,238,Yes,1,0.24166853342312472
R3471,Chicken Curry,Indian,"Chicken, Curry Powder, Coconut Milk, Onion, Garlic",Cook chicken; Add spices; Pour coconut milk; Simmer.,70,Medium,U809,Gluten-Free,2,Feedback 3471,2024-02-08,Summer,Party,1,788,,19.81,403,Yes,0,0.23237030503835004
R3472,Margherita Pizza,Italian,"Pizza Dough, Tomato Sauce, Mozzarella, Basil, Olive Oil",Prepare dough; Add toppings; Bake pizza.,46,Hard,U953,Vegetarian,4,Feedback 3472,2024-03-19,Winter,Party,2,602,Dairy,19.72,446,No,4,0.26453003613551573
R3473,Margherita Pizza,Italian,"Pizza Dough, Tomato Sauce, Mozzarella, Basil, Olive Oil",Prepare dough; Add toppings; Bake pizza.,45,Hard,U126,Vegetarian,2,Feedback 3473,2024-02-18,Spring,Party,6,453,Dairy,10.92,79,Yes,4,0.3255854871657702
R3474,Spaghetti Bolognese,Italian,"Spaghetti, Ground Beef, Tomato Sauce, Onion, Garlic",Boil pasta; Cook beef; Add sauce; Combine.,31,Easy,U855,None,3,Feedback 3474,2024-11-10,Summer,Party,3,532,Gluten,13.48,381,No,1,0.33197255593844355
R3475,Beef Tacos,Mexican,"Beef, Taco Shells, Lettuce, Cheese, Tomato",Cook beef; Prepare toppings; Assemble tacos.,62,Medium,U176,None,2,Feedback 3475,2024-03-15,Winter,Dinner,4,271,,18.13,96,No,3,0.2437134757511383
R3476,Beef Tacos,Mexican,"Beef, Taco Shells, Lettuce, Cheese, Tomato",Cook beef; Prepare toppings; Assemble tacos.,58,Medium,U154,None,3,Feedback 3476,2024-09-22,Fall,Lunch,3,651,,18.79,231,Yes,3,0.29438735730014365
R3477,Chicken Curry,Indian,"Chicken, Curry Powder, Coconut Milk, Onion, Garlic",Cook chicken; Add spices; Pour coconut milk; Simmer.,70,Medium,U871,Gluten-Free,5,Feedback 3477,2024-12-11,Winter,Lunch,2,696,,9.41,494,No,0,0.26923453570754924
R3478,Spaghetti Bolognese,Italian,"Spaghetti, Ground Beef, Tomato Sauce, Onion, Garlic",Boil pasta; Cook beef; Add sauce; Combine.,17,Easy,U643,None,5,Feedback 3478,2024-05-27,Spring,Dinner,5,779,Gluten,8.99,257,Yes,1,0.23424477876882133
R3479,Vegetable Stir Fry,Chinese,"Broccoli, Carrot, Bell Pepper, Soy Sauce, Garlic",Chop veggies; Stir-fry; Add sauce; Serve.,47,Easy,U831,Vegan,3,Feedback 3479,2024-09-25,Spring,Lunch,4,458,Soy,18.57,95,No,2,0.2892777222461062
R3480,Vegetable Stir Fry,Chinese,"Broccoli, Carrot, Bell Pepper, Soy Sauce, Garlic",Chop veggies; Stir-fry; Add sauce; Serve.,16,Easy,U375,Vegan,4,Feedback 3480,2024-11-24,Spring,Dinner,2,717,Soy,5.6,206,Yes,2,0.21928509469732976
R3481,Chicken Curry,Indian,"Chicken, Curry Powder, Coconut Milk, Onion, Garlic",Cook chicken; Add spices; Pour coconut milk; Simmer.,69,Medium,U710,Gluten-Free,2,Feedback 3481,2024-07-02,Fall,Lunch,5,767,,13.99,171,No,0,0.2931309401047543
R3482,Margherita Pizza,Italian,"Pizza Dough, Tomato Sauce, Mozzarella, Basil, Olive Oil",Prepare dough; Add toppings; Bake pizza.,86,Hard,U421,Vegetarian,3,Feedback 3482,2024-07-02,Winter,Casual,4,730,Dairy,17.59,61,Yes,4,0.22649733769042998
R3483,Spaghetti Bolognese,Italian,"Spaghetti, Ground Beef, Tomato Sauce, Onion, Garlic",Boil pasta; Cook beef; Add sauce; Combine.,57,Easy,U452,None,2,Feedback 3483,2024-04-26,Fall,Lunch,3,655,Gluten,10.54,214,No,1,0.3359410966477563
R3484,Margherita Pizza,Italian,"Pizza Dough, Tomato Sauce, Mozzarella, Basil, Olive Oil",Prepare dough; Add toppings; Bake pizza.,59,Hard,U591,Vegetarian,3,Feedback 3484,2024-08-09,Summer,Lunch,1,545,Dairy,10.87,157,Yes,4,0.3727736195050374
R3485,Chicken Curry,Indian,"Chicken, Curry Powder, Coconut Milk, Onion, Garlic",Cook chicken; Add spices; Pour coconut milk; Simmer.,47,Medium,U360,Gluten-Free,5,Feedback 3485,2024-08-07,Fall,Dinner,6,481,,8.26,127,Yes,0,0.32298535327686806
R3486,Spaghetti Bolognese,Italian,"Spaghetti, Ground Beef, Tomato Sauce, Onion, Garlic",Boil pasta; Cook beef; Add sauce; Combine.,73,Easy,U243,None,3,Feedback 3486,2024-08-05,Spring,Lunch,2,791,Gluten,6.92,398,Yes,1,0.22549741175075005
R3487,Vegetable Stir Fry,Chinese,"Broccoli, Carrot, Bell Pepper, Soy Sauce, Garlic",Chop veggies; Stir-fry; Add sauce; Serve.,39,Easy,U361,Vegan,1,Feedback 3487,2024-07-17,Winter,Dinner,5,263,Soy,18.29,446,Yes,2,0.25383818274516046
R3488,Beef Tacos,Mexican,"Beef, Taco Shells, Lettuce, Cheese, Tomato",Cook beef; Prepare toppings; Assemble tacos.,72,Medium,U396,None,1,Feedback 3488,2024-05-01,Spring,Lunch,1,778,,13.67,484,Yes,3,0.23153144069899292
R3489,Vegetable Stir Fry,Chinese,"Broccoli, Carrot, Bell Pepper, Soy Sauce, Garlic",Chop veggies; Stir-fry; Add sauce; Serve.,40,Easy,U274,Vegan,3,Feedback 3489,2024-07-15,Fall,Casual,6,732,Soy,14.43,497,Yes,2,0.2554651449970487
R3490,Beef Tacos,Mexican,"Beef, Taco Shells, Lettuce, Cheese, Tomato",Cook beef; Prepare toppings; Assemble tacos.,49,Medium,U671,None,5,Feedback 3490,2024-12-15,Spring,Dinner,3,583,,7.34,415,Yes,3,0.3002687683030654
R3491,Vegetable Stir Fry,Chinese,"Broccoli, Carrot, Bell Pepper, Soy Sauce, Garlic",Chop veggies; Stir-fry; Add sauce; Serve.,80,Easy,U881,Vegan,5,Feedback 3491,2024-05-02,Fall,Casual,5,547,Soy,12.19,387,No,2,0.3226038913499015
R3492,Spaghetti Bolognese,Italian,"Spaghetti, Ground Beef, Tomato Sauce, Onion, Garlic",Boil pasta; Cook beef; Add sauce; Combine.,79,Easy,U862,None,3,Feedback 3492,2024-11-15,Spring,Casual,3,658,Gluten,11.44,193,Yes,1,0.295541191518829
R3493,Margherita Pizza,Italian,"Pizza Dough, Tomato Sauce, Mozzarella, Basil, Olive Oil",Prepare dough; Add toppings; Bake pizza.,40,Hard,U430,Vegetarian,5,Feedback 3493,2024-11-13,Fall,Lunch,5,324,Dairy,6.45,165,Yes,4,0.2849135163842382
R3494,Margherita Pizza,Italian,"Pizza Dough, Tomato Sauce, Mozzarella, Basil, Olive Oil",Prepare dough; Add toppings; Bake pizza.,34,Hard,U861,Vegetarian,3,Feedback 3494,2024-11-30,Spring,Lunch,5,534,Dairy,8.05,153,Yes,4,0.3190942984131833
R3495,Beef Tacos,Mexican,"Beef, Taco Shells, Lettuce, Cheese, Tomato",Cook beef; Prepare toppings; Assemble tacos.,56,Medium,U643,None,5,Feedback 3495,2024-02-16,Fall,Party,5,316,,7.53,280,No,3,0.3110813860273693
R3496,Vegetable Stir Fry,Chinese,"Broccoli, Carrot, Bell Pepper, Soy Sauce, Garlic",Chop veggies; Stir-fry; Add sauce; Serve.,45,Easy,U668,Vegan,3,Feedback 3496,2024-03-03,Spring,Party,1,609,Soy,5.83,480,No,2,0.24898848142593233
R3497,Vegetable Stir Fry,Chinese,"Broccoli, Carrot, Bell Pepper, Soy Sauce, Garlic",Chop veggies; Stir-fry; Add sauce; Serve.,54,Easy,U618,Vegan,2,Feedback 3497,2024-09-02,Winter,Party,1,520,Soy,18.06,258,No,2,0.35026545085767974
R3498,Margherita Pizza,Italian,"Pizza Dough, Tomato Sauce, Mozzarella, Basil, Olive Oil",Prepare dough; Add toppings; Bake pizza.,49,Hard,U498,Vegetarian,4,Feedback 3498,2024-01-19,Fall,Casual,1,266,Dairy,6.0,405,No,4,0.2568106043637129
R3499,Margherita Pizza,Italian,"Pizza Dough, Tomato Sauce, Mozzarella, Basil, Olive Oil",Prepare dough; Add toppings; Bake pizza.,61,Hard,U971,Vegetarian,1,Feedback 3499,2024-04-10,Winter,Dinner,1,751,Dairy,10.43,477,No,4,0.2682915653326687
R3500,Spaghetti Bolognese,Italian,"Spaghetti, Ground Beef, Tomato Sauce, Onion, Garlic",Boil pasta; Cook beef; Add sauce; Combine.,28,Easy,U823,None,4,Feedback 3500,2024-01-19,Summer,Dinner,5,252,Gluten,6.87,447,No,1,0.22097113503993063
R3501,Beef Tacos,Mexican,"Beef, Taco Shells, Lettuce, Cheese, Tomato",Cook beef; Prepare toppings; Assemble tacos.,23,Medium,U919,None,2,Feedback 3501,2024-11-15,Fall,Dinner,4,376,,5.97,480,No,3,0.22394555985350667
R3502,Vegetable Stir Fry,Chinese,"Broccoli, Carrot, Bell Pepper, Soy Sauce, Garlic",Chop veggies; Stir-fry; Add sauce; Serve.,29,Easy,U989,Vegan,1,Feedback 3502,2024-11-13,Spring,Party,4,759,Soy,5.98,144,No,2,0.22566261893812267
R3503,Chicken Curry,Indian,"Chicken, Curry Powder, Coconut Milk, Onion, Garlic",Cook chicken; Add spices; Pour coconut milk; Simmer.,69,Medium,U186,Gluten-Free,1,Feedback 3503,2024-10-03,Winter,Dinner,4,582,,15.42,342,Yes,0,0.3567253866602913
R3504,Margherita Pizza,Italian,"Pizza Dough, Tomato Sauce, Mozzarella, Basil, Olive Oil",Prepare dough; Add toppings; Bake pizza.,61,Hard,U260,Vegetarian,2,Feedback 3504,2024-12-03,Winter,Dinner,2,332,Dairy,16.88,301,Yes,4,0.3349578640625757
R3505,Vegetable Stir Fry,Chinese,"Broccoli, Carrot, Bell Pepper, Soy Sauce, Garlic",Chop veggies; Stir-fry; Add sauce; Serve.,22,Easy,U747,Vegan,4,Feedback 3505,2024-12-28,Spring,Casual,4,443,Soy,11.22,199,No,2,0.32114473180450837
R3506,Vegetable Stir Fry,Chinese,"Broccoli, Carrot, Bell Pepper, Soy Sauce, Garlic",Chop veggies; Stir-fry; Add sauce; Serve.,90,Easy,U580,Vegan,5,Feedback 3506,2024-05-19,Fall,Casual,3,387,Soy,6.15,258,Yes,2,0.2464888715762249
R3507,Margherita Pizza,Italian,"Pizza Dough, Tomato Sauce, Mozzarella, Basil, Olive Oil",Prepare dough; Add toppings; Bake pizza.,47,Hard,U713,Vegetarian,2,Feedback 3507,2024-05-05,Spring,Lunch,6,590,Dairy,18.76,386,No,4,0.3060774582211259
R3508,Spaghetti Bolognese,Italian,"Spaghetti, Ground Beef, Tomato Sauce, Onion, Garlic",Boil pasta; Cook beef; Add sauce; Combine.,70,Easy,U397,None,5,Feedback 3508,2024-04-21,Spring,Lunch,1,309,Gluten,14.86,84,No,1,0.26303055323091185
R3509,Beef Tacos,Mexican,"Beef, Taco Shells, Lettuce, Cheese, Tomato",Cook beef; Prepare toppings; Assemble tacos.,75,Medium,U911,None,4,Feedback 3509,2024-08-11,Fall,Casual,4,707,,13.79,413,No,3,0.2758847015798378
R3510,Spaghetti Bolognese,Italian,"Spaghetti, Ground Beef, Tomato Sauce, Onion, Garlic",Boil pasta; Cook beef; Add sauce; Combine.,70,Easy,U884,None,4,Feedback 3510,2024-08-10,Summer,Lunch,6,746,Gluten,10.08,229,No,1,0.2853866552914883
R3511,Vegetable Stir Fry,Chinese,"Broccoli, Carrot, Bell Pepper, Soy Sauce, Garlic",Chop veggies; Stir-fry; Add sauce; Serve.,21,Easy,U781,Vegan,4,Feedback 3511,2024-01-17,Fall,Dinner,3,779,Soy,18.44,496,No,2,0.1953795666080796
R3512,Beef Tacos,Mexican,"Beef, Taco Shells, Lettuce, Cheese, Tomato",Cook beef; Prepare toppings; Assemble tacos.,50,Medium,U986,None,3,Feedback 3512,2024-07-23,Summer,Lunch,1,620,,9.35,364,No,3,0.3376046599638994
R3513,Margherita Pizza,Italian,"Pizza Dough, Tomato Sauce, Mozzarella, Basil, Olive Oil",Prepare dough; Add toppings; Bake pizza.,55,Hard,U119,Vegetarian,5,Feedback 3513,2024-06-08,Winter,Party,4,701,Dairy,17.8,74,No,4,0.27210065540183226
R3514,Spaghetti Bolognese,Italian,"Spaghetti, Ground Beef, Tomato Sauce, Onion, Garlic",Boil pasta; Cook beef; Add sauce; Combine.,66,Easy,U484,None,4,Feedback 3514,2024-12-02,Summer,Dinner,5,392,Gluten,17.3,56,No,1,0.25261982161923147
R3515,Chicken Curry,Indian,"Chicken, Curry Powder, Coconut Milk, Onion, Garlic",Cook chicken; Add spices; Pour coconut milk; Simmer.,47,Medium,U550,Gluten-Free,5,Feedback 3515,2024-05-11,Winter,Lunch,4,687,,8.49,297,No,0,0.33796151718655837
R3516,Margherita Pizza,Italian,"Pizza Dough, Tomato Sauce, Mozzarella, Basil, Olive Oil",Prepare dough; Add toppings; Bake pizza.,55,Hard,U576,Vegetarian,1,Feedback 3516,2024-11-16,Spring,Party,5,557,Dairy,14.39,384,Yes,4,0.3681767941411794
R3517,Margherita Pizza,Italian,"Pizza Dough, Tomato Sauce, Mozzarella, Basil, Olive Oil",Prepare dough; Add toppings; Bake pizza.,47,Hard,U113,Vegetarian,5,Feedback 3517,2024-10-31,Winter,Lunch,1,326,Dairy,8.21,103,Yes,4,0.29323442895439183
R3518,Vegetable Stir Fry,Chinese,"Broccoli, Carrot, Bell Pepper, Soy Sauce, Garlic",Chop veggies; Stir-fry; Add sauce; Serve.,56,Easy,U321,Vegan,3,Feedback 3518,2024-04-30,Spring,Dinner,2,459,Soy,5.68,174,Yes,2,0.29451704319930133
R3519,Margherita Pizza,Italian,"Pizza Dough, Tomato Sauce, Mozzarella, Basil, Olive Oil",Prepare dough; Add toppings; Bake pizza.,50,Hard,U340,Vegetarian,2,Feedback 3519,2024-12-02,Fall,Casual,3,626,Dairy,11.47,155,Yes,4,0.3622667187719894
R3520,Margherita Pizza,Italian,"Pizza Dough, Tomato Sauce, Mozzarella, Basil, Olive Oil",Prepare dough; Add toppings; Bake pizza.,76,Hard,U490,Vegetarian,2,Feedback 3520,2024-03-22,Fall,Lunch,1,770,Dairy,5.6,239,No,4,0.25289642742561
R3521,Spaghetti Bolognese,Italian,"Spaghetti, Ground Beef, Tomato Sauce, Onion, Garlic",Boil pasta; Cook beef; Add sauce; Combine.,23,Easy,U322,None,3,Feedback 3521,2024-08-14,Summer,Lunch,1,613,Gluten,12.4,82,Yes,1,0.26197272872000443
R3522,Beef Tacos,Mexican,"Beef, Taco Shells, Lettuce, Cheese, Tomato",Cook beef; Prepare toppings; Assemble tacos.,86,Medium,U234,None,5,Feedback 3522,2024-10-20,Fall,Party,1,455,,13.81,420,Yes,3,0.27480008602657446
R3523,Vegetable Stir Fry,Chinese,"Broccoli, Carrot, Bell Pepper, Soy Sauce, Garlic",Chop veggies; Stir-fry; Add sauce; Serve.,57,Easy,U184,Vegan,4,Feedback 3523,2024-09-13,Spring,Casual,1,680,Soy,19.68,385,No,2,0.27449074718258326
R3524,Spaghetti Bolognese,Italian,"Spaghetti, Ground Beef, Tomato Sauce, Onion, Garlic",Boil pasta; Cook beef; Add sauce; Combine.,45,Easy,U404,None,5,Feedback 3524,2024-12-28,Summer,Dinner,1,273,Gluten,15.92,426,Yes,1,0.2779028439350252
R3525,Chicken Curry,Indian,"Chicken, Curry Powder, Coconut Milk, Onion, Garlic",Cook chicken; Add spices; Pour coconut milk; Simmer.,16,Medium,U831,Gluten-Free,3,Feedback 3525,2024-02-10,Fall,Lunch,3,715,,15.19,275,Yes,0,0.2754507413532453
R3526,Beef Tacos,Mexican,"Beef, Taco Shells, Lettuce, Cheese, Tomato",Cook beef; Prepare toppings; Assemble tacos.,82,Medium,U473,None,2,Feedback 3526,2024-03-22,Spring,Lunch,4,462,,7.8,494,No,3,0.23478798089859745
R3527,Spaghetti Bolognese,Italian,"Spaghetti, Ground Beef, Tomato Sauce, Onion, Garlic",Boil pasta; Cook beef; Add sauce; Combine.,72,Easy,U794,None,3,Feedback 3527,2024-06-03,Summer,Party,6,375,Gluten,13.01,281,Yes,1,0.3404683734049977
R3528,Vegetable Stir Fry,Chinese,"Broccoli, Carrot, Bell Pepper, Soy Sauce, Garlic",Chop veggies; Stir-fry; Add sauce; Serve.,16,Easy,U697,Vegan,4,Feedback 3528,2024-05-30,Fall,Dinner,5,330,Soy,9.59,136,No,2,0.25684669920070524
R3529,Chicken Curry,Indian,"Chicken, Curry Powder, Coconut Milk, Onion, Garlic",Cook chicken; Add spices; Pour coconut milk; Simmer.,51,Medium,U942,Gluten-Free,5,Feedback 3529,2024-11-03,Summer,Casual,1,562,,12.14,427,No,0,0.3595610729064801
R3530,Spaghetti Bolognese,Italian,"Spaghetti, Ground Beef, Tomato Sauce, Onion, Garlic",Boil pasta; Cook beef; Add sauce; Combine.,86,Easy,U832,None,1,Feedback 3530,2024-12-26,Fall,Casual,3,627,Gluten,5.76,500,No,1,0.19890100222122137
R3531,Beef Tacos,Mexican,"Beef, Taco Shells, Lettuce, Cheese, Tomato",Cook beef; Prepare toppings; Assemble tacos.,57,Medium,U104,None,3,Feedback 3531,2024-04-29,Fall,Casual,6,332,,14.59,352,No,3,0.33781857997612647
R3532,Chicken Curry,Indian,"Chicken, Curry Powder, Coconut Milk, Onion, Garlic",Cook chicken; Add spices; Pour coconut milk; Simmer.,84,Medium,U475,Gluten-Free,3,Feedback 3532,2024-02-23,Summer,Party,1,264,,17.02,63,Yes,0,0.21436422314442066
R3533,Beef Tacos,Mexican,"Beef, Taco Shells, Lettuce, Cheese, Tomato",Cook beef; Prepare toppings; Assemble tacos.,61,Medium,U535,None,1,Feedback 3533,2024-06-20,Fall,Dinner,1,541,,16.61,279,Yes,3,0.3487768795863263
R3534,Margherita Pizza,Italian,"Pizza Dough, Tomato Sauce, Mozzarella, Basil, Olive Oil",Prepare dough; Add toppings; Bake pizza.,42,Hard,U659,Vegetarian,3,Feedback 3534,2024-12-04,Fall,Dinner,3,453,Dairy,15.5,259,No,4,0.378249602657899
R3535,Beef Tacos,Mexican,"Beef, Taco Shells, Lettuce, Cheese, Tomato",Cook beef; Prepare toppings; Assemble tacos.,49,Medium,U691,None,2,Feedback 3535,2024-04-02,Spring,Party,4,310,,10.25,117,No,3,0.2991765306171668
R3536,Vegetable Stir Fry,Chinese,"Broccoli, Carrot, Bell Pepper, Soy Sauce, Garlic",Chop veggies; Stir-fry; Add sauce; Serve.,68,Easy,U183,Vegan,2,Feedback 3536,2024-08-13,Summer,Casual,5,482,Soy,16.32,437,No,2,0.315945163940531
R3537,Spaghetti Bolognese,Italian,"Spaghetti, Ground Beef, Tomato Sauce, Onion, Garlic",Boil pasta; Cook beef; Add sauce; Combine.,73,Easy,U680,None,5,Feedback 3537,2024-09-30,Spring,Party,2,584,Gluten,5.3,297,Yes,1,0.2672442980135891
R3538,Spaghetti Bolognese,Italian,"Spaghetti, Ground Beef, Tomato Sauce, Onion, Garlic",Boil pasta; Cook beef; Add sauce; Combine.,36,Easy,U626,None,4,Feedback 3538,2024-07-03,Summer,Casual,6,720,Gluten,13.64,377,No,1,0.2969468078837323
R3539,Chicken Curry,Indian,"Chicken, Curry Powder, Coconut Milk, Onion, Garlic",Cook chicken; Add spices; Pour coconut milk; Simmer.,81,Medium,U309,Gluten-Free,5,Feedback 3539,2024-07-26,Spring,Dinner,4,659,,11.81,295,Yes,0,0.3232852435892887
R3540,Spaghetti Bolognese,Italian,"Spaghetti, Ground Beef, Tomato Sauce, Onion, Garlic",Boil pasta; Cook beef; Add sauce; Combine.,68,Easy,U467,None,4,Feedback 3540,2024-08-28,Spring,Lunch,3,605,Gluten,9.5,257,Yes,1,0.3335933814831043
R3541,Beef Tacos,Mexican,"Beef, Taco Shells, Lettuce, Cheese, Tomato",Cook beef; Prepare toppings; Assemble tacos.,80,Medium,U873,None,4,Feedback 3541,2024-08-26,Spring,Party,4,227,,12.37,236,No,3,0.2679792452856965
R3542,Margherita Pizza,Italian,"Pizza Dough, Tomato Sauce, Mozzarella, Basil, Olive Oil",Prepare dough; Add toppings; Bake pizza.,21,Hard,U107,Vegetarian,4,Feedback 3542,2024-06-24,Winter,Lunch,3,748,Dairy,12.97,273,Yes,4,0.2838223287832823
R3543,Beef Tacos,Mexican,"Beef, Taco Shells, Lettuce, Cheese, Tomato",Cook beef; Prepare toppings; Assemble tacos.,40,Medium,U767,None,1,Feedback 3543,2024-03-06,Spring,Lunch,5,306,,8.08,495,Yes,3,0.24885411443808
R3544,Vegetable Stir Fry,Chinese,"Broccoli, Carrot, Bell Pepper, Soy Sauce, Garlic",Chop veggies; Stir-fry; Add sauce; Serve.,77,Easy,U337,Vegan,4,Feedback 3544,2024-04-30,Winter,Casual,1,421,Soy,16.54,247,Yes,2,0.328780685010403
R3545,Margherita Pizza,Italian,"Pizza Dough, Tomato Sauce, Mozzarella, Basil, Olive Oil",Prepare dough; Add toppings; Bake pizza.,90,Hard,U459,Vegetarian,1,Feedback 3545,2024-01-12,Winter,Lunch,4,642,Dairy,5.19,401,Yes,4,0.23134112767614795
R3546,Beef Tacos,Mexican,"Beef, Taco Shells, Lettuce, Cheese, Tomato",Cook beef; Prepare toppings; Assemble tacos.,75,Medium,U361,None,4,Feedback 3546,2024-09-12,Fall,Party,5,466,,19.78,52,No,3,0.2200493064005759
R3547,Beef Tacos,Mexican,"Beef, Taco Shells, Lettuce, Cheese, Tomato",Cook beef; Prepare toppings; Assemble tacos.,64,Medium,U579,None,2,Feedback 3547,2024-03-04,Summer,Dinner,5,613,,16.32,226,Yes,3,0.33200743091775076
R3548,Vegetable Stir Fry,Chinese,"Broccoli, Carrot, Bell Pepper, Soy Sauce, Garlic",Chop veggies; Stir-fry; Add sauce; Serve.,63,Easy,U385,Vegan,1,Feedback 3548,2024-07-23,Summer,Casual,2,440,Soy,11.5,56,Yes,2,0.2975711330339005
R3549,Chicken Curry,Indian,"Chicken, Curry Powder, Coconut Milk, Onion, Garlic",Cook chicken; Add spices; Pour coconut milk; Simmer.,57,Medium,U674,Gluten-Free,1,Feedback 3549,2024-11-01,Fall,Party,3,219,,5.59,247,No,0,0.25861666586133025
R3550,Margherita Pizza,Italian,"Pizza Dough, Tomato Sauce, Mozzarella, Basil, Olive Oil",Prepare dough; Add toppings; Bake pizza.,26,Hard,U652,Vegetarian,1,Feedback 3550,2024-07-19,Fall,Dinner,4,731,Dairy,19.7,489,Yes,4,0.2044028967469155
R3551,Chicken Curry,Indian,"Chicken, Curry Powder, Coconut Milk, Onion, Garlic",Cook chicken; Add spices; Pour coconut milk; Simmer.,78,Medium,U670,Gluten-Free,1,Feedback 3551,2024-01-31,Fall,Dinner,1,556,,6.6,391,No,0,0.28958380311444765
R3552,Vegetable Stir Fry,Chinese,"Broccoli, Carrot, Bell Pepper, Soy Sauce, Garlic",Chop veggies; Stir-fry; Add sauce; Serve.,88,Easy,U486,Vegan,4,Feedback 3552,2024-06-03,Fall,Dinner,4,388,Soy,10.19,339,Yes,2,0.2906185048056369
R3553,Spaghetti Bolognese,Italian,"Spaghetti, Ground Beef, Tomato Sauce, Onion, Garlic",Boil pasta; Cook beef; Add sauce; Combine.,87,Easy,U959,None,4,Feedback 3553,2024-02-16,Summer,Party,4,223,Gluten,20.0,183,Yes,1,0.19685642076722312
R3554,Beef Tacos,Mexican,"Beef, Taco Shells, Lettuce, Cheese, Tomato",Cook beef; Prepare toppings; Assemble tacos.,34,Medium,U277,None,3,Feedback 3554,2024-08-05,Fall,Lunch,5,326,,15.31,305,Yes,3,0.32249080078509207
R3555,Beef Tacos,Mexican,"Beef, Taco Shells, Lettuce, Cheese, Tomato",Cook beef; Prepare toppings; Assemble tacos.,51,Medium,U370,None,5,Feedback 3555,2024-08-26,Spring,Lunch,3,780,,9.98,456,No,3,0.25382559333759247
R3556,Beef Tacos,Mexican,"Beef, Taco Shells, Lettuce, Cheese, Tomato",Cook beef; Prepare toppings; Assemble tacos.,34,Medium,U474,None,2,Feedback 3556,2024-03-06,Winter,Lunch,3,237,,18.64,456,No,3,0.22290747263031105
R3557,Beef Tacos,Mexican,"Beef, Taco Shells, Lettuce, Cheese, Tomato",Cook beef; Prepare toppings; Assemble tacos.,51,Medium,U290,None,2,Feedback 3557,2024-09-06,Fall,Party,4,775,,11.04,371,No,3,0.29053053347258573
R3558,Vegetable Stir Fry,Chinese,"Broccoli, Carrot, Bell Pepper, Soy Sauce, Garlic",Chop veggies; Stir-fry; Add sauce; Serve.,38,Easy,U210,Vegan,1,Feedback 3558,2024-11-29,Winter,Party,5,770,Soy,5.34,434,Yes,2,0.21998020693719095
R3559,Margherita Pizza,Italian,"Pizza Dough, Tomato Sauce, Mozzarella, Basil, Olive Oil",Prepare dough; Add toppings; Bake pizza.,59,Hard,U491,Vegetarian,4,Feedback 3559,2024-03-18,Summer,Party,5,644,Dairy,16.31,450,No,4,0.300275774987611
R3560,Vegetable Stir Fry,Chinese,"Broccoli, Carrot, Bell Pepper, Soy Sauce, Garlic",Chop veggies; Stir-fry; Add sauce; Serve.,47,Easy,U674,Vegan,3,Feedback 3560,2024-11-29,Fall,Party,1,666,Soy,6.89,291,No,2,0.3061369224022681
R3561,Spaghetti Bolognese,Italian,"Spaghetti, Ground Beef, Tomato Sauce, Onion, Garlic",Boil pasta; Cook beef; Add sauce; Combine.,25,Easy,U800,None,3,Feedback 3561,2024-10-01,Winter,Party,5,480,Gluten,19.08,342,No,1,0.2723136953164297
R3562,Vegetable Stir Fry,Chinese,"Broccoli, Carrot, Bell Pepper, Soy Sauce, Garlic",Chop veggies; Stir-fry; Add sauce; Serve.,82,Easy,U935,Vegan,2,Feedback 3562,2024-01-29,Spring,Party,6,473,Soy,5.7,293,Yes,2,0.2683919320696602
